Price,Close,High,Low,Open,Volume
Ticker,HG=F,HG=F,HG=F,HG=F,HG=F
Date,,,,,
2025-07-22,5.697000026702881,5.69950008392334,5.64300012588501,5.64300012588501,729
2025-07-23,5.795000076293945,5.865499973297119,5.750999927520752,5.750999927520752,607
2025-07-24,5.7769999504089355,5.894999980926514,5.771999835968018,5.860499858856201,686
2025-07-25,5.763500213623047,5.78000020980835,5.728000164031982,5.775000095367432,911
2025-07-28,5.59499979019165,5.748000144958496,5.498000144958496,5.747499942779541,782
2025-07-29,5.603499889373779,5.610000133514404,5.583000183105469,5.610000133514404,1039
2025-07-30,5.570000171661377,5.627999782562256,4.492499828338623,5.626500129699707,2823
2025-07-31,4.33050012588501,4.5954999923706055,4.323500156402588,4.59499979019165,1537
2025-08-01,4.412499904632568,4.412499904632568,4.385000228881836,4.388999938964844,1301
2025-08-04,4.414999961853027,4.431000232696533,4.4145002365112305,4.423500061035156,1042
2025-08-05,4.363999843597412,4.401000022888184,4.355000019073486,4.388000011444092,831
2025-08-06,4.390999794006348,4.4120001792907715,4.380499839782715,4.400000095367432,924
2025-08-07,4.378499984741211,4.427000045776367,4.377500057220459,4.399499893188477,986
2025-08-08,4.45550012588501,4.45550012588501,4.387499809265137,4.387499809265137,645
2025-08-11,4.423500061035156,4.451499938964844,4.423500061035156,4.445499897003174,794
2025-08-12,4.508500099182129,4.512499809265137,4.5,4.512499809265137,803
2025-08-13,4.48199987411499,4.509500026702881,4.4720001220703125,4.509500026702881,879
2025-08-14,4.4644999504089355,4.4664998054504395,4.454999923706055,4.454999923706055,2053
2025-08-15,4.478000164031982,4.488500118255615,4.473999977111816,4.488500118255615,797
2025-08-18,4.456999778747559,4.464000225067139,4.447000026702881,4.447000026702881,1008
2025-08-19,4.408999919891357,4.419000148773193,4.408999919891357,4.419000148773193,957
2025-08-20,4.426000118255615,4.431000232696533,4.4079999923706055,4.412499904632568,1188
2025-08-21,4.43149995803833,4.440000057220459,4.429500102996826,4.438499927520752,821
2025-08-22,4.447500228881836,4.447999954223633,4.446499824523926,4.447000026702881,939
2025-08-25,4.4664998054504395,4.473499774932861,4.466000080108643,4.4730000495910645,945
2025-08-26,4.450500011444092,4.453499794006348,4.450500011444092,4.453499794006348,528
2025-08-27,4.4145002365112305,4.4145002365112305,4.4145002365112305,4.4145002365112305,20198
2025-08-28,4.463500022888184,4.478000164031982,4.40749979019165,4.424499988555908,7819
2025-08-29,4.518499851226807,4.521999835968018,4.4664998054504395,4.4664998054504395,0
2025-09-02,4.569499969482422,4.570000171661377,4.49399995803833,4.520500183105469,1397
2025-09-03,4.558499813079834,4.590000152587891,4.5335001945495605,4.572500228881836,1166
2025-09-04,4.48799991607666,4.507500171661377,4.487500190734863,4.498000144958496,881
2025-09-05,4.482500076293945,4.521500110626221,4.4720001220703125,4.521500110626221,859
2025-09-08,4.490499973297119,4.499000072479248,4.482999801635742,4.482999801635742,888
2025-09-09,4.500999927520752,4.51200008392334,4.484000205993652,4.511499881744385,1354
2025-09-10,4.550000190734863,4.553999900817871,4.502500057220459,4.503499984741211,1052
2025-09-11,4.5904998779296875,4.610000133514404,4.534999847412109,4.550000190734863,1044
2025-09-12,4.588500022888184,4.593500137329102,4.581500053405762,4.589000225067139,883
2025-09-15,4.6554999351501465,4.66349983215332,4.5929999351501465,4.599999904632568,491
2025-09-16,4.632999897003174,4.636000156402588,4.630000114440918,4.635000228881836,651
2025-09-17,4.571000099182129,4.5879998207092285,4.547500133514404,4.570000171661377,950
2025-09-18,4.540999889373779,4.5625,4.521500110626221,4.559500217437744,837
2025-09-19,4.568999767303467,4.572500228881836,4.544000148773193,4.544000148773193,653
2025-09-22,4.572999954223633,4.587500095367432,4.570499897003174,4.572500228881836,830
2025-09-23,4.584499835968018,4.586999893188477,4.570000171661377,4.570000171661377,1072
2025-09-24,4.752500057220459,4.766499996185303,4.558499813079834,4.581999778747559,1961
2025-09-25,4.699999809265137,4.743000030517578,4.699999809265137,4.743000030517578,1220
2025-09-26,4.7154998779296875,4.7154998779296875,4.66949987411499,4.677000045776367,1901
2025-09-29,4.841000080108643,4.8420000076293945,4.708499908447266,4.708499908447266,2748
2025-09-30,4.804999828338623,4.828000068664551,4.7779998779296875,4.795499801635742,1426
2025-10-01,4.83050012588501,4.84250020980835,4.7820000648498535,4.811500072479248,755
2025-10-02,4.8979997634887695,4.918499946594238,4.84250020980835,4.84250020980835,1055
2025-10-03,5.058000087738037,5.061999797821045,4.954999923706055,4.954999923706055,995
2025-10-06,4.986999988555908,5.002500057220459,4.980500221252441,5.002500057220459,1007
2025-10-07,5.047999858856201,5.074999809265137,5.0395002365112305,5.067500114440918,731
2025-10-08,5.046000003814697,5.058499813079834,5.019000053405762,5.04449987411499,685
2025-10-09,5.075500011444092,5.114999771118164,5.050000190734863,5.05649995803833,913
2025-10-10,4.848499774932861,5.116000175476074,4.834000110626221,5.116000175476074,960
2025-10-13,5.100500106811523,5.100500106811523,5.066999912261963,5.067999839782715,960
2025-10-14,4.980500221252441,4.987500190734863,4.912499904632568,4.912499904632568,551
2025-10-15,4.9720001220703125,4.990499973297119,4.919000148773193,4.990499973297119,1056
2025-10-16,4.958000183105469,4.958000183105469,4.909999847412109,4.929500102996826,615
2025-10-17,4.93149995803833,4.959000110626221,4.93149995803833,4.954999923706055,686
2025-10-20,4.998000144958496,5.003499984741211,4.984000205993652,4.984000205993652,560
2025-10-21,4.929999828338623,4.940000057220459,4.920000076293945,4.940000057220459,674
2025-10-22,4.960999965667725,4.9720001220703125,4.9045000076293945,4.90500020980835,613
2025-10-23,5.081999778747559,5.081999778747559,4.9654998779296875,4.966000080108643,403
2025-10-24,5.093500137329102,5.0945000648498535,5.09250020980835,5.093999862670898,368
2025-10-27,5.140500068664551,5.19950008392334,5.10699987411499,5.1875,421
2025-10-28,5.140500068664551,5.142000198364258,5.079999923706055,5.079999923706055,670
2025-10-29,5.233500003814697,5.233500003814697,5.198999881744385,5.19950008392334,2276
2025-10-30,5.078000068664551,5.184000015258789,5.0295000076293945,5.174499988555908,2249
2025-10-31,5.065499782562256,5.0995001792907715,5.061500072479248,5.078499794006348,982
2025-11-03,5.046999931335449,5.088500022888184,5.027500152587891,5.0879998207092285,0
2025-11-04,4.926000118255615,4.939000129699707,4.91949987411499,4.91949987411499,590
2025-11-05,4.9629998207092285,4.9664998054504395,4.959000110626221,4.959000110626221,606
2025-11-06,4.945499897003174,4.9629998207092285,4.936500072479248,4.962500095367432,946
2025-11-07,4.938000202178955,4.945000171661377,4.935500144958496,4.944499969482422,599
2025-11-10,5.086999893188477,5.0894999504089355,5.015999794006348,5.015999794006348,1048
2025-11-11,5.048500061035156,5.048500061035156,5.041999816894531,5.042500019073486,685
2025-11-12,5.0894999504089355,5.126999855041504,5.0370001792907715,5.043000221252441,656
2025-11-13,5.087500095367432,5.104000091552734,5.038000106811523,5.0995001792907715,795
2025-11-14,5.049499988555908,5.051000118255615,5.048500061035156,5.051000118255615,780
2025-11-17,5.0,5.002500057220459,4.997499942779541,4.998000144958496,699
2025-11-18,4.962500095367432,4.976500034332275,4.940000057220459,4.940000057220459,767
2025-11-19,5.007999897003174,5.010499954223633,5.00600004196167,5.010000228881836,1148
2025-11-20,4.959499835968018,4.998499870300293,4.940000057220459,4.980000019073486,969
2025-11-21,5.008500099182129,5.013000011444092,4.920000076293945,4.920000076293945,616
2025-11-24,4.961999893188477,4.974999904632568,4.956999778747559,4.973999977111816,1045
2025-11-25,4.999499797821045,5.002999782562256,4.994999885559082,5.002999782562256,41200
2025-11-26,5.104499816894531,5.119999885559082,5.015999794006348,5.020500183105469,11335
2025-11-28,5.185500144958496,5.215000152587891,5.054999828338623,5.119500160217285,1349
2025-12-01,5.218999862670898,5.28000020980835,5.185999870300293,5.210000038146973,1396
2025-12-02,5.160999774932861,5.227499961853027,5.1479997634887695,5.173999786376953,1740
2025-12-03,5.308000087738037,5.35099983215332,5.1620001792907715,5.1620001792907715,1005
2025-12-04,5.291500091552734,5.3125,5.232999801635742,5.308000087738037,1491
2025-12-05,5.381999969482422,5.400000095367432,5.269499778747559,5.281000137329102,949
2025-12-08,5.364500045776367,5.376999855041504,5.316999912261963,5.373000144958496,621
2025-12-09,5.240499973297119,5.33650016784668,5.236999988555908,5.33650016784668,440
2025-12-10,5.2754998207092285,5.323999881744385,5.247499942779541,5.247499942779541,948
2025-12-11,5.427000045776367,5.438499927520752,5.328000068664551,5.334000110626221,990
2025-12-12,5.2835001945495605,5.435500144958496,5.210000038146973,5.423999786376953,1213
2025-12-15,5.338500022888184,5.409999847412109,5.273499965667725,5.273499965667725,1068
2025-12-16,5.2870001792907715,5.306000232696533,5.269999980926514,5.269999980926514,798
2025-12-17,5.363500118255615,5.368000030517578,5.315000057220459,5.315000057220459,1289
2025-12-18,5.366499900817871,5.386000156402588,5.322000026702881,5.322000026702881,860
2025-12-19,5.439499855041504,5.468999862670898,5.425000190734863,5.431000232696533,703
2025-12-22,5.4375,5.480000019073486,5.41949987411499,5.441500186920166,1789
2025-12-23,5.47599983215332,5.524499893188477,5.422999858856201,5.435999870300293,724
2025-12-24,5.498499870300293,5.564000129699707,5.46999979019165,5.5,1111
2025-12-26,5.766499996185303,5.78000020980835,5.609499931335449,5.609499931335449,876
2025-12-29,5.490499973297119,5.78849983215332,5.490499973297119,5.78849983215332,2538
2025-12-30,5.727499961853027,5.735499858856201,5.497499942779541,5.51200008392334,3056
2025-12-31,5.630000114440918,5.64900016784668,5.624499797821045,5.632500171661377,1095
2026-01-02,5.639999866485596,5.65500020980835,5.624000072479248,5.652500152587891,1307
2026-01-05,5.924499988555908,5.92549991607666,5.796500205993652,5.796500205993652,775
2026-01-06,6.010499954223633,6.016499996185303,5.90749979019165,5.960000038146973,1480
2026-01-07,5.809000015258789,5.9670000076293945,5.796500205993652,5.9670000076293945,1055
2026-01-08,5.746500015258789,5.798999786376953,5.671999931335449,5.798999786376953,1385
2026-01-09,5.855500221252441,5.855500221252441,5.855500221252441,5.855500221252441,965
2026-01-12,5.985000133514404,6.011499881744385,5.940999984741211,5.953499794006348,1078
2026-01-13,5.96999979019165,5.9710001945495605,5.959000110626221,5.965000152587891,1211
2026-01-14,6.008999824523926,6.019000053405762,5.978000164031982,6.0,1011
2026-01-15,5.947999954223633,5.957499980926514,5.894000053405762,5.938000202178955,1068
2026-01-16,5.78849983215332,5.790999889373779,5.75,5.78000020980835,868
2026-01-20,5.7729997634887695,5.879499912261963,5.747000217437744,5.8495001792907715,772
2026-01-21,5.729499816894531,5.827000141143799,5.727499961853027,5.802499771118164,744
2026-01-22,5.742499828338623,5.763999938964844,5.700500011444092,5.700500011444092,981
2026-01-23,5.910999774932861,5.9145002365112305,5.754000186920166,5.783999919891357,767
2026-01-26,5.984000205993652,5.988999843597412,5.878499984741211,5.980000019073486,720
2026-01-27,5.828499794006348,5.841000080108643,5.820499897003174,5.831999778747559,917
2026-01-28,5.892499923706055,5.894499778747559,5.881499767303467,5.881499767303467,1681
2026-01-29,6.17549991607666,6.507999897003174,6.131499767303467,6.1570000648498535,3804
2026-01-30,5.896999835968018,6.1545000076293945,5.745999813079834,6.1545000076293945,1981
2026-02-02,5.801499843597412,5.859499931335449,5.568999767303467,5.739999771118164,1104
2026-02-03,6.0625,6.07450008392334,5.869500160217285,5.874499797821045,699
2026-02-04,5.826000213623047,6.078999996185303,5.826000213623047,6.059999942779541,831
2026-02-05,5.798999786376953,5.802999973297119,5.679999828338623,5.7769999504089355,884
2026-02-06,5.863500118255615,5.864500045776367,5.650000095367432,5.650000095367432,421
2026-02-09,5.945000171661377,5.952499866485596,5.879499912261963,5.879499912261963,542
2026-02-10,5.895999908447266,5.901000022888184,5.875500202178955,5.887499809265137,445
2026-02-11,5.948999881744385,5.952499866485596,5.922999858856201,5.922999858856201,653
2026-02-12,5.770999908447266,5.972499847412109,5.75,5.972499847412109,1109
2026-02-13,5.792500019073486,5.798999786376953,5.699999809265137,5.795499801635742,1584
2026-02-17,5.632999897003174,5.636499881744385,5.632999897003174,5.634500026702881,941
2026-02-18,5.793499946594238,5.800000190734863,5.666999816894531,5.666999816894531,1156
2026-02-19,5.730000019073486,5.735000133514404,5.724999904632568,5.735000133514404,993
2026-02-20,5.830999851226807,5.860499858856201,5.727499961853027,5.742000102996826,658
2026-02-23,5.7729997634887695,5.880000114440918,5.750500202178955,5.880000114440918,764
2026-02-24,5.922999858856201,5.928500175476074,5.854000091552734,5.854000091552734,937
2026-02-25,5.979499816894531,5.982999801635742,5.9704999923706055,5.9704999923706055,29280
2026-02-26,5.947000026702881,6.000500202178955,5.914000034332275,5.992499828338623,7727
2026-02-27,6.004499912261963,6.079999923706055,5.959499835968018,5.959499835968018,3035
2026-03-02,5.894499778747559,6.0304999351501465,5.876999855041504,5.9664998054504395,1695
2026-03-03,5.773499965667725,5.943999767303467,5.71999979019165,5.909999847412109,1489
2026-03-04,5.855000019073486,5.889500141143799,5.789000034332275,5.790500164031982,736
2026-03-05,5.752999782562256,5.848999977111816,5.730000019073486,5.848999977111816,1705
2026-03-06,5.756999969482422,5.791999816894531,5.735499858856201,5.785999774932861,1171
2026-03-09,5.80049991607666,5.8460001945495605,5.630000114440918,5.7230000495910645,1061
2026-03-10,5.9039998054504395,5.90749979019165,5.829500198364258,5.8445000648498535,737
2026-03-11,5.8454999923706055,5.888500213623047,5.7895002365112305,5.888500213623047,853
2026-03-12,5.82450008392334,5.852499961853027,5.77400016784668,5.8520002365112305,636
2026-03-13,5.7144999504089355,5.791999816894531,5.628499984741211,5.729000091552734,546
2026-03-16,5.790500164031982,5.809500217437744,5.630000114440918,5.630000114440918,571
2026-03-17,5.726500034332275,5.748499870300293,5.699999809265137,5.742000102996826,703
2026-03-18,5.553999900817871,5.734000205993652,5.440000057220459,5.721499919891357,1985
2026-03-19,5.433000087738037,5.480500221252441,5.2895002365112305,5.480000019073486,1355
2026-03-20,5.34250020980835,5.514500141143799,5.26800012588501,5.514500141143799,1388
2026-03-23,5.439499855041504,5.5,5.421999931335449,5.452499866485596,1206
2026-03-24,5.422500133514404,5.5,5.375999927520752,5.393499851226807,1140
2026-03-25,5.5289998054504395,5.53249979019165,5.493000030517578,5.53249979019165,811
2026-03-26,5.446499824523926,5.4770002365112305,5.425000190734863,5.463500022888184,547
2026-03-27,5.4670000076293945,5.4670000076293945,5.4670000076293945,5.4670000076293945,4008
2026-03-30,5.47599983215332,5.499000072479248,5.401000022888184,5.401000022888184,2377
2026-03-31,5.587500095367432,5.627999782562256,5.483500003814697,5.483500003814697,1807
2026-04-01,5.624000072479248,5.631499767303467,5.584000110626221,5.616499900817871,1430
2026-04-02,5.563000202178955,5.613999843597412,5.548500061035156,5.548999786376953,0
2026-04-06,5.583499908447266,5.624499797821045,5.567500114440918,5.624499797821045,638
2026-04-07,5.54449987411499,5.567500114440918,5.54449987411499,5.567500114440918,542
2026-04-08,5.759500026702881,5.763000011444092,5.758999824523926,5.759500026702881,650
2026-04-09,5.748000144958496,5.748000144958496,5.7270002365112305,5.7270002365112305,2085
2026-04-10,5.870500087738037,5.870500087738037,5.770500183105469,5.777500152587891,683
2026-04-13,5.97599983215332,6.0,5.97599983215332,5.97599983215332,401
2026-04-14,6.070499897003174,6.079500198364258,6.067999839782715,6.07450008392334,485
2026-04-15,6.072000026702881,6.084000110626221,6.070000171661377,6.072999954223633,394
2026-04-16,6.066500186920166,6.067999839782715,6.019999980926514,6.065000057220459,1007
2026-04-17,6.103499889373779,6.105500221252441,6.077000141143799,6.101500034332275,842
2026-04-20,6.035999774932861,6.054500102996826,5.980000019073486,5.980000019073486,1058
2026-04-21,6.001500129699707,6.001500129699707,5.968500137329102,5.999499797821045,924
2026-04-22,6.119999885559082,6.119999885559082,6.11299991607666,6.115499973297119,1149
2026-04-23,6.075500011444092,6.075500011444092,6.020999908447266,6.0229997634887695,957
2026-04-24,6.023499965667725,6.023499965667725,5.980000019073486,5.980000019073486,788
2026-04-27,6.01800012588501,6.021999835968018,6.01800012588501,6.021999835968018,914
2026-04-28,5.9145002365112305,5.9145002365112305,5.9145002365112305,5.9145002365112305,23966
2026-04-29,5.878499984741211,5.964000225067139,5.862500190734863,5.923500061035156,4555
2026-04-30,5.926000118255615,5.978000164031982,5.892000198364258,5.9029998779296875,1622
2026-05-01,5.932000160217285,5.935999870300293,5.9120001792907715,5.933499813079834,1399
2026-05-04,5.795000076293945,5.89900016784668,5.789999961853027,5.807000160217285,827
2026-05-05,5.942999839782715,5.9679999351501465,5.819499969482422,5.820499897003174,640
2026-05-06,6.136499881744385,6.1554999351501465,5.9604997634887695,5.9604997634887695,1278
2026-05-07,6.127500057220459,6.1875,6.110000133514404,6.145999908447266,738
2026-05-08,6.249000072479248,6.257999897003174,6.052499771118164,6.052499771118164,661
2026-05-11,6.41349983215332,6.447999954223633,6.257999897003174,6.257999897003174,609
2026-05-12,6.485000133514404,6.60099983215332,6.434999942779541,6.434999942779541,782
2026-05-13,6.635499954223633,6.644999980926514,6.5960001945495605,6.5960001945495605,910
2026-05-14,6.567500114440918,6.577000141143799,6.547500133514404,6.555500030517578,718
2026-05-15,6.251500129699707,6.519999980926514,6.231500148773193,6.519999980926514,899
2026-05-18,6.271999835968018,6.2820000648498535,6.197000026702881,6.197000026702881,1463
2026-05-19,6.164999961853027,6.254499912261963,6.120999813079834,6.254499912261963,1254
2026-05-20,6.290500164031982,6.301499843597412,6.119999885559082,6.164000034332275,993
2026-05-21,6.256999969482422,6.261499881744385,6.21999979019165,6.21999979019165,1051
2026-05-22,6.3420000076293945,6.3480000495910645,6.3404998779296875,6.34499979019165,992
2026-05-26,6.361000061035156,6.390999794006348,6.335000038146973,6.355000019073486,1840
2026-05-27,6.304999828338623,6.417500019073486,6.304999828338623,6.417500019073486,2474
2026-05-28,6.395999908447266,6.399499893188477,6.223499774932861,6.300000190734863,2596
2026-05-29,6.359499931335449,6.392000198364258,6.34499979019165,6.392000198364258,1317
2026-06-01,6.52400016784668,6.550000190734863,6.49399995803833,6.544000148773193,1317
2026-06-02,6.680500030517578,6.697999954223633,6.527500152587891,6.564499855041504,36991
